review_id,user_id,business_id,stars,useful,text,date,source
YbMyvlDA2W3Py5lTz8VK-A,4hBhtCSgoxkrFgHa4YAD-w,bbEXAEFr4RYHLlZ-HFssTA,5.0,0,"great burgers,fries and salad! burgers have a hint of salt and pepper flavor. this location is very quaint. they only have outdoor seating friendly staff. street parking as well as parking lot in the back.",2017-01-02 03:17:34,yelp
40thYphUgIfvJq17QCfTwA,QzCEzH3R7Z6erOGLr3t55Q,0pMj5xUAecW9o1P35B0AMw,5.0,1,great staff always helps and always nice. always clean and huge store size. stays stocked with everything you need. the staff always helps make my custom breakfast bagel,2017-05-26 13:10:24,yelp
xdQe2E8jR6pLA07p1aYtKA,yFuE8SPF-d1GXJUWYgKtzg,X8lfGPagfLzfOsx0k08NRQ,5.0,0,"took my vehicle here for some work a few years ago for a manufacturer recall. problem went away and then started hearing another noise which i thought was related, but turned out was a completely different issue. kevin and his mechanic lifted my car right up and fixed the issue free of charge even though i told them i'd pay. outstanding individuals for doing that. highly recommend!",2017-05-13 14:15:29,yelp
L0jv8c2FbpWSlfNC6bbUEA,bFPdtzu11Oi0f92EAcjqmg,IDtLPgUrqorrpqSLdfMhZQ,5.0,0,"what a great addition to the funk zone! grab a bite, grab some tastings, life is good. right next door to the santa barbara wine collective, in fact it actually shares the same tables. we had a fabulous savory croissant.",2016-10-13 22:50:47,yelp
pHwbdway4yeI-dSSmZA7-Q,qEEk0PuoH1dVa619t8fgpw,PY9GRfzr4nTZeINf346QOw,4.0,0,"we checked in around 2:30 pm. check-in was quick and easy with complimentary valet parking (always appreciated). the peppermill is huge and reminded us of the caesars palace in las vegas. they have around eight restaurants on site offering almost any type of food you could want. the casino area is huge, rivaling almost anything you could find in las vegas. one thing we noticed is that many of the slot machines were noted as being penny machines, but when you actually started to play them you realized they had minimum bets of anywhere from 30 cents to $5. talk about false advertising! we were in the tuscany tower on the 12th floor. our room had a nice view of the huge pool area. our room was large and featured free wifi (likewise always appreciated), a huge bathroom area with large shower (with two shower heads), tv, a large jetted bathtub and a phone next to the commode. there were dual sinks and lots of counter space. plenty of towels were supplied. the roomy main area had a king bed with night stands, closet, tv, mini fridge, dresser with two drawers, a safe, table for computer or writing, complimentary bottles of water, and three nicely upholstered chairs and table. the thermostat did a good job controlling the temperature and keeping it comfortable. staff were all courteous and helpful. a very nice place and we enjoyed our stay.",2017-09-20 16:16:47,yelp
E9AB7V4z8xrt2uPF7T55FQ,iYY5Ii1LGpZCpXFkHlMefw,Zx7n8mdt8OzLRXVzolXNhQ,5.0,0,amazing biscuits and (fill in the blank). great cocktails too. highly recommended. a bit busy though.,2018-04-27 23:03:21,yelp
RB8UpF_kT2xoOC51OzXEeA,EZjT2qJN0mOXypMAqZdSrQ,A2q7d-CBM2-81tVkmS4JMw,2.0,1,"straight to the point, it's cheap, it tastes and feels cheap the good: price, location, dessert (edible food items are: baked chicken, fried chicken, mashed potatoes, salad bar lol, meat and cheese bar, ravioli, pizza) also our waitress was bomb af the meh: behind counter meat slicing station, shrimp (not even deveined), mexican station the bad: breakfast -worst eggs ever, actually worst, eggs. le benedict can't even cut through ham or english muffin (tried on all 3 occasions), steak, shrimp again, hell breaded items can't even, don't even. decor it's the 1970 nightmare you can imagine tried 3 times and failed",2017-07-08 18:58:42,yelp
YcLXh-3UC9y6YFAI9xxzPQ,G0DHgkSsDozqUPWtlxVEMw,oBhJuukGRqPVvYBfTkhuZA,4.0,0,"the only reason i didn't give this restaurant a 5 star rating, is because of one single pretentious waiter. as a 4 night guest at hotel palomar, the location of the restaurant is an obvious plus. the first night of my stay, i met a coworker in the restaurant for a cocktail. when we arrived, the host staff were busy and not available, so we just walked in. the restaurant was not too busy, so we just looked at a small table next to the bar and proceeded to take a seat. a waiter came by and i quickly asked if we could have a seat, before sitting down and told him we'd only be having cocktails. he stumbled on his reply, and in an irritated/in-convinced tone, told me ""i guess it would be fine"" and basically just kept walking mid sentence. my guest and i brushed it off, and started having a conversation while looking at the drink menu. to make a long story short, he was distant and we both got the ""couldn't be bothered"" vibe from him. when it came to the bill, we asked if it could be split due to company transaction policies, and you would have thought asked him for some inconceivable task. we basically spent the rest of our night and elevator ride to our room in shock of the rudeness we had just experienced. although that situation left a bad taste in our mouth, and the night before we decided to avoid the restaurant, we decided to grab another cocktail and give this place one more try. after looking around and ensuring ""last nights waiter"" wasn't on shift, we walked over to the bar and started looking over the menu. instantly, the bartender greeted us with pleasant small talk and made us feel 100% welcome. he asked about our day, recommended cocktails and was a completely genuine person. this guy (i think his name was ben) is an absolute star! he gave us lessons on whiskey, described how to make classic cocktails, and was 100% invested in our experience. this is exactly what a bartender at a 4/5 star establishment should be - actually he exceeds that. he was kind, funny, friendly and completely redeemed this restaurant/bar from our terrible experience the night before. i also ordered room service last night from this restaurant, and it was amazing. the bacon wrapped dates and chocolate cake are to die for! great restaurant and amazing bartender(s). too bad one bad egg could have spoiled this experience.",2015-03-05 03:37:54,yelp
qGQvUHmC02PAZW3H1WTIfw,RRTQpg8hutdimzAYuP_Hbw,eaJCpC6IhYphj7bwCDHTwQ,5.0,0,"stopped by after a sunday morning walk in the park - great food, coffee customer service - love the vibe in here",2015-08-30 13:41:47,yelp
jC-fGfx-YLqxVBcyTAd4Pw,EBa-0-6AKoy6jziNexDJtg,W4ZEKkva9HpAdZG88juwyQ,3.0,0,"in a word... ""overrated!"". the food took forever to come out. the burger was way overcooked (especially when i ordered it medium rare) and the seafood jumbalaya was decent. not worth the price. there are better places to eat in the french quarter. it was not horrible, but for everything that we had heard about this place, i would have expected much better.",2013-12-29 02:37:42,yelp
ra9fNjYUumKp_iaqv-jjDg,l_izt6hn7oTxalU06mSyqg,jTI5Xjk27An8ceJ6VwpXiQ,4.0,0,"comfortable bed, good breakfast, fast internet, great location, and low price. overall i was really impressed with this place. however, if you stay on the top floors you may be waiting up to 15 minutes for an elevator in the morning.",2013-08-15 15:57:09,yelp
TcCcHzc3L6Aboq3DteEfZA,OuatwND396ZQxm2zK8WlUQ,jNL5KUPz2-tHUJM__ysSaw,1.0,1,"if you want to pay for everything a la carte this is the place for you. food wasn't terrible not impressive. they brought a basket of chips and some tomato sauce which i asked politely for something spicier and some pico de gallo. she brought them happily to me and the salsa was much better. when asked what we would like to drink i asked for a coke and she brought out a bottle which i stated i wanted the fountain drink. she said ""oh that's only pepsi"". never mentioned that they only had bottle drinks for coke. we ordered our food which was reasonably priced, asked for sour cream and also to put cheese on the taco. she let us know cheese was extra. it was $2.50 extra for another basket of chips. when i received the bill we paid more for the condiments then the actual food. side of sour cream 2.00, pico de gallo 2.50, salsa 2.00, chips 2.50, cheese 1.00 and the bottled coke that we didn't want 5.00. just a suggestion...when you order anything make sure to ask if there is an extra charge.",2014-08-24 20:14:12,yelp
A4n4YaE-owOVgTQcrVqHUw,S7bjj-L07JuRr-tpX1UZLw,I6L0Zxi5Ww0zEWSAVgngeQ,4.0,0,the cafe was extremely cute. we came at 8am and they even had a jazz band playing at that time. i got the breakfast sandwich and it was delicious. i loved how they rolled the egg and put the bacon pieces inside. great price for a filling breakfast!,2018-07-07 20:50:12,yelp
cvQXRFLCyr0S7EgFb4lZqw,ZGjgfSvjQK886kiTzLwfLQ,EtKSTHV5Qx_Q7Aur9o4kQQ,5.0,3,"on a scale of one to things that are awesome, this place is the bomb. i was drawn in by the promise of the duckfat frenchfries. took the boy for his birthday and put our name in, had a drink around the corner while we waited and were given seats at the bar after about 45 minutes. we were waited on by keith, the bartender, who was congenial, knowledgeable about his whiskeys and an all-around cool guy. we started with 3 cape may salts (two for me, one for the boy) and tater tots, both of which made me happy. for dinner, i got kentucky fried quail (stellar, though the succotash was not as exciting as i wanted it to be) and the boy got the 24$ fois gras burger, which was incredible. worth every penny. the duckfat fries were pretty yummy, but not even the best part of the meal. i could've done without the cheese sauce, but as it was on the side i wasn't deterred. i look forward to coming back here, with everyone i know.",2009-10-14 01:15:04,yelp
yCbzm_d4cHpfUX00Ljvgmg,bHSoye7R5cL-LVWLxtaxMg,SSZDGl2J-CEyIzuIbEiYNQ,2.0,2,"we started with the artichoke dip, big mistake. it was cold and the chips were stale. mentioned to our waitress, but nothing came of it. we ordered a large pizza, thin crust which after adding toppings it was a bit pricey for pizza. pizza was ok, not great. except for not being our advocate our server was good. i have been here before for cardinals game, it was better then. will try another venue next time.",2017-09-08 23:20:19,yelp
r2IBPY_E8AE5_GpsqlONyg,IKbjLnfBQtEyVzEu8CuOLg,VJEzpfLs_Jnzgqh5A_FVTg,4.0,0,"it was my fiance's birthday and he decided he wanted a good, laid back thai restaurant for dinner. yelp steered us in the jasmine rice direction, and it was definitely a good decision. we wanted the summer rolls, which were on the menu, but apparently will not be available until summer, so we settled on the pan-fried dumplings. the flavor was good, but i don't think we'd order them again. we got the green curry fried rice with duck and chicken pad thai. both of those dishes were great, but the duck stole the show. that was some the of tastiest duck i've ever had. the pad thai was a bit sweet for us, so i think we'd try a different noodle dish when we return. but it was still very good, especially with some chili sauce mixed in. our service was good, but other people had issues. one table was rushing to get to a show at the kimmel center and waited quite a while for their meal (and were going to be late). another person who got take-out was missing one of their items (but the owner realized it and called him and walked the dish to his house, which was very nice). overall, good quality thai! we would definitely go back.",2014-04-01 13:05:18,yelp
cejwyz1Hn1yQ-v2m9PAovQ,9ZLpaBGl-udvS-niR3Y_ow,GILL0ZkvVXJaNQzYRXfMQw,5.0,1,"i absolutely love courtney! she is hands down the best hairstylist i have ever had. the reason i think she is so great is that she knows what will look best on me and over the past year has understood my limits for styles. i always go into the salon and tell her to cut my hair how she thinks will look best, and i always leave blown away at what she does. you know you have a great stylist when you don't have to specify what you want done, but instead they see what needs to be done. great stylist, great personality and very knowledgeable. i would highly recommend her to anyone who wants to look their best.",2012-10-08 19:32:44,yelp
2u5Skti5mZam_-XTKPelvA,IMd3NQbclta91pFKk3AJZg,qO9dNNIvNbCBd8ZgjxMxgQ,5.0,0,"farmhouse, rustic, chic.helpful staff with great ideas to decorate your home. prices reasonable. store has items from joanna gaines ( fixer upper) and much more. finally a good home store in sb with reasonable prices.",2017-04-08 00:33:11,yelp
mCVyppNwK2qPOJHXgs0p2Q,mNITUu6B2wUKBOa4NmUHJg,NQSnr4RPUScss607oxOaqw,5.0,0,"my brother came to visit and we wanted to pick up a six pack of good beers for a night in. ended up staying and having a few while playing their nintendo 64 (super smash brothers, which the owner said was donated by fellow patrons). it's a great place with good food and genuinely nice people. should be a staple in the northeast.",2016-05-19 06:10:14,yelp
dzNxNW9XpJiECE-bKATezw,NUtIAX-ygn474tDg5nmesg,6LCZLGa09Qifn6rG7-DNrg,4.0,0,"my go to menu is coconut soup and pad thai with protein. i tried same menu here. actually really like their coconut soup. they used enough amount of coconut milk that soup was really creamy and wasn't over powering with herb. i am so used to americanized thai cuisine that i prefer less herb on my dish except cilantro. pat thai was great too. liked the amount of peanut they used, noodle was chewy and perfect and not too sweet. they gave me generous amount of chicken and white meat wasn't dry so i was very happy with my meal.",2015-02-16 07:20:16,yelp
nAE4IGJMRxDfas0qYabMWw,GtqEcbHF-WTfKlms9250ZQ,7wQEzj-0yOpLiANNLuUflQ,4.0,1,excellent service! great diner food and breakfast is served all day. came here for lunch- they were busy but very friendly and hospitable. easy to get to off the 295.,2016-10-26 16:35:21,yelp
4zopEEPqfwm-c_FNpeHZYw,JYYYKt6TdVA4ng9lLcXt_g,SZU9c8V2GuREDN5KgyHFJw,5.0,0,"we were a bit weary about trying the shellfish company on the wharf as more often than not, many places like these (see cannery row, monterey) feast on a captive audience and provide sub-standard fare at high prices. however, emboldened by the perennial good reviews on yelp, we suppressed our initial observations and went ahead with the trying it out. the place is small, so definitely plan ahead. you will have to wait, so either you know, just do so, or perhaps try to visit outside of peak hours. luckily, our wait was only about 20 minutes as the dinner rush was just leveling off. the special was the local rock crab - $25 for 3 lbs of california rock crab, salad, and your choice of soup/chowder. after taking a look at a few trays of rock crab being served out, the wife and i both opted for it, as it looked awesome. the salad/chowder combo was great as you actually received hearty portions of each, so it was a good start. as much as i liked the chowder however, the shrimp bisque the wife ordered was amazing, so i would recommend that going forward. but enough of prattling on about side dishes: the rock crab tasted just as glorious as it looked. juicy, buttery chunks of white crab meat await you, just a few cracks away. while the rock crab shells are pretty thick, once cracked, they splinter and separate easily, a good sign they are cooked to perfection. the rock crabs provided a great amount of meat for what i felt to be the least amount of work you're going to do for crab, king or otherwise. we were thoroughly satisfied with our meal and along with the special being an overall great value, devouring the rock crab at sbsc turned out to be one of the favorite meals on the trip. i think ordering crab here is a safe proposition indeed.",2016-05-31 02:14:54,yelp
-7LkjSPzfVgnVpuVuRuOow,uAu772KpSkb-tPFgZmU-lA,2GYg3liJ9-m6Z67L_4_BRQ,5.0,7,"i love weaver's way and really disagree with some of the content in previous reviews. ww is not necessarily meant for convenience shopping. i am a single woman and i find that i have no trouble shopping at the co-op, during peak times or otherwise. i actually find the co-op to be a great place to shop if you live alone because i can get smaller quantities of items than if i shop at the corporate stores like acme. i also enjoy the work hours - i've worked throughout the store, but most recently, i have been getting in my hours by participating in the membership committee. i wouldn't say that the community is necessarily made up of ""tree huggers"" and ""earth children"", though. the community is made up of a variety of similarly-minded folks from different backgrounds. i enjoy having a place to go to where i can obtain locally grown produce, a place that offers more natural, wholesome, and preservative-free foods than chain stores with prices way below that of whole foods. i enjoy interacting with other members and contributing to my local and global community. i don't find the membership fee or the work hours to be prohibitive being a single person vs. a family. i don't think that membership in a co-op is for everyone and, if you aren't single, it's definitely not a solo decision. if you're keen on being committed to the weaver way values, you couldn't find a better place to shop. if not, stick to the chain stores or just pay the 10% visitors' fee to pop in once in a while.",2008-12-03 04:13:43,yelp
67cGcRrS0jTvB8p7rpaPew,8YSxVaD203mE_9FR4nCEVA,oQ5CPRt0R3AzFvcjNOqB1w,3.0,1,honestly the food doesn't knock my socks off but other people seem to love this place. i go because my husband likes it as for me i'd rather go to a different bbq spot. i guess it also depends on what you order.,2016-01-17 13:26:19,yelp
Ti6y48ya3syOndm7teSjcg,NGTzj_44YDnPDmsD45HWeg,O8BBn8lry8lLoIFmChceGg,5.0,0,i stopped here because it was by the hotel i was staying in. the guys working at the shop were super nice and friendly. i really like the buy one get one deal they do. i also ordered some hot wings and they were pretty good. they had a ton of sauce on them which is awesome. next time i come back to town i will be sure to stop here for some more pizza!,2014-08-10 23:56:17,yelp
Ad91EzbAGRCR1SwkPfZJKg,LWTvg7RlyNLXIf482tXBPw,WCVFqK84i2H5EClSoow7ZA,5.0,0,"traveling through in our rv, stopped over in granite city. found this little gem of a cafe. upon entering, the staff was very sweet and friendly. this is like home cooking. we ate here twice and all our food choices were fresh, delicious and like we would fix at home. yum.",2016-07-21 17:41:18,yelp
fGYcFOHfQL4stYPdD3J47g,CgyCtH9CbLO7J_uO3cL7OA,PzhPMkaNYiKDTHoTG0r8rw,4.0,0,after 3 weeks of working in the area i finally found a place off of magazine that is not overrated. friendly staff! y'all know i love ph so it's pretty damn good!,2016-09-18 22:43:18,yelp
Lk21QNbrI_e3nf0GvWSPww,bCla27ma_6i_QFrGkILKrQ,sLgnx_WFCjEoPsS6NwU70Q,5.0,0,our family returned for breakfast again this weekend and the food and service was again impeccable ... highly recommend,2014-10-27 16:31:37,yelp
HuWEnZr7-0HveaqXxyywgg,Eb8LgZArKmW0KgW6lTni-w,YbnJYHNp_fHbI-hcFg48vQ,5.0,2,"the kayaking tour at the santa cruz island was great. my husband and i had a wonderful time. jen, our tour guide, was helpful and informative. we had a lot of fun exploring the caves. we didn't expect much but this tour definitely exceeded our expectation.",2009-08-03 21:55:27,yelp
aAcQibR3zWOvk4atbCM3SA,7P9w2PrP4ZcJyDFwch51Ig,Zi-F-YvyVOK0k5QD7lrLOg,5.0,0,definitely recommend for anyone looking for a delicious meal at a reasonable price. the shrimp and goat cheese crepes are a must have!,2016-09-18 17:05:23,yelp
-up4mW6WdqzGrRh7t_pLmA,xbybLiQockAzC4xAlzFrGg,EpREWeEpmR8f1qLHzzF0AA,5.0,0,"after living in the stl area for way over 10 years now, i am both ashamed and remorseful to admit that i ate here for the first time just a few weeks ago. i am ashamed because it's a st. louis tradition and remorseful because i missed out on it for so..many...years! this place is amazing. what is not to love! it's a factory where you can get a tour (friday-sunday, noon-5pm on the hour), there's a shop, bar, and dining area. they also host many event with live music on the weekends. it's fun to just kind of wander and look around - don't worry, you'll get a chance because there will likely be a wait before you dine. the beer is, of course, amazing. the hefeweizen is my personal favorite and a great start for anyone who is not a huge beer drinker (like myself). additionally, the food is homegrown and damn good. i had the pizza (recommendation from my server) and it was really spectacular, though i'm admittedly a pizza connoisseur so i enjoy a good pizza pie more than most probably ;p my date had a bison burger which was also really good. more fun info: the service is great! i think they tend to hire more funky and alternative people (like tattoo parlor staff) which i support. the quality is what makes this place stand out along with the emphasis on local food and brewery. it is a little on the pricier side but for all the experience you get and the quality, it is worth it. i will go again and again and you probably should, too!",2011-11-30 06:58:36,yelp
PDHRlnEdkEcwATry4w71PQ,UsBxLh14sUpO8SdeqIiGOA,Wy8Hswf2cLQGRZN6armkag,1.0,1,"if i could give it a zero, i would. i order a plain hamburger, and realized they put bacon in it (which i am allergic to and unable to eat) after two bites. when i went back to the drive-through window to complain (didn't realize the actual restaurant was open--it was almost 2 after all...), the guy took back the burger, said nothing, and disappeared. after 2 minutes of awkwardly making conversation with the next people in line in their car, he came back and rudely told me i had to go inside to get my food. which i did. and still did not get an apology. i refuse to go back there after that ordeal, which is a shame, because it's nice to have a variety of places to go to after dt. guess freebirds it is!",2011-08-24 23:07:08,yelp
ymhbOMW63B_vGaRFR3XT0A,yZdAhQ_KmKuCZmbBy9YDQg,5Ce3lZksYVkCbrihqylVHQ,5.0,0,"i just started going to sushi nara this month (they opened just a short time ago). i love this place; it is clean, the staff are friendly and acommodating, and the service is fast. the sushi is always delicious ((i've been here 3 times) and the prices are reasonable. in fact, this week my husband stopped in for take out, bought 4 sushi rolls and the total was $24. that is amazing. i love the freshness of the food and there's a huge selection to choose from. everyone on the eastside, check this place out!",2014-07-25 17:56:26,yelp
5GGfWhVGmubQLmbVbye8vw,B6G4f3UX1Z5_CpyV1xXm8Q,AgbRp5NLsP1-J1fdg6Hdcw,5.0,0,awesome little shop. the owner really knows his stuff and you can tell he loves his work. they have tires and other parts you won't find anywhere else.,2017-05-13 17:15:09,yelp
zRIH5eDA2GbynjZPrk8dDg,07aVWNhBhpwqW3MdqoKDKQ,jLerIZFpe25jOUf722qzBA,3.0,1,"my food only merited maybe two stars but i will give an extra star because i like the menu (and will try more of it) and their design and concept. sadly though, my tomato-basil soup tasted kind of like a weak marinara and my tuna melt type sandwich had a very sharp, off-putting flavor. it was citrusy, for sure, and i love lemon in a tuna melt but perhaps this was lemon zest or something just way too overpowering? i think next time i will focus on the dishes with cured italian meats, mortadella and prosciutto. and also the baked goods, those sounded pretty good, especially the nutella bruschetta!",2011-03-20 12:44:20,yelp
5obXxR0b94b5q6j1zYCAzw,3inG_FUhm28tUJc0zZ2fCg,aY_n9RSaD2Yw09jSFFePew,1.0,0,"we visited once and were very disappointed in my veggie pizza and my husband's sub sandwich. the tomato sauce was not tasty, and they did not use enough cheese on my pizza. the dough looked and tasted like it was prepared by a machine. perhaps they have improved, but we are not in any rush to try a second time.",2017-08-16 15:43:19,yelp
